Commercial AO designator,CFN,CFN suffix,ATC AO designator,ATC flight id,Start of period of operation,End of period of operation,Days of operation,ICAO ADEP,EOBT,ICAO ADES,ETA,ICAO aircraft type,No-change indicator,Change-actions indicator,Call-sign format,Next CFN
AF,7541,,AFR,7541,11JUL11,29JUL11,12345,LFMT,0500,LFPO,0620,B320,N,,,
AF,7541,,AFR,7541,22AUG11,26AUG11,12345,LFMT,0500,LFPO,0620,B320,N,,,
AF,7541,,AFR,7541,29AUG11,28OCT11,12345,LFMT,0500,LFPO,0620,B321,N,,,
AF,7542,,AFR,7542,27MAR11,10JUL11,7,LFPO,0650,LFMT,0805,B319,N,,,
AF,7542,,AFR,7542,28MAR11,15JUL11,123456,LFPO,0650,LFMT,0805,B320,N,,,
AF,7542,,AFR,7542,16JUL11,30JUL11,6,LFPO,0650,LFMT,0805,B319,N,,,
AF,7542,,AFR,7542,18JUL11,01AUG11,12345,LFPO,0650,LFMT,0805,B320,N,,,
AF,7542,,AFR,7542,06AUG11,29AUG11,16,LFPO,0650,LFMT,0805,B320,N,,,
AF,7542,,AFR,7542,07AUG11,23OCT11,7,LFPO,0650,LFMT,0805,B319,N,,,
AF,7542,,AFR,7542,30AUG11,29OCT11,123456,LFPO,0650,LFMT,0805,B320,N,,,
AF,7543,,AFR,7543,27MAR11,10JUL11,7,LFMT,0700,LFPO,0820,F100,N,,,
AF,7543,,AFR,7543,28MAR11,08JUL11,12345,LFMT,0700,LFPO,0820,B320,N,,,
AF,7543,,AFR,7543,02APR11,30JUL11,6,LFMT,0620,LFPO,0740,B321,N,,,
AF,7543,,AFR,7543,11JUL11,31JUL11,123457,LFMT,0700,LFPO,0820,B319,N,,,
AF,7543,,AFR,7543,01AUG11,28OCT11,12345,LFMT,0700,LFPO,0820,B320,N,,,
AF,7543,,AFR,7543,27AUG11,29OCT11,6,LFMT,0620,LFPO,0740,B321,N,,,
AF,7543,,AFR,7543,28AUG11,28AUG11,7,LFMT,0700,LFPO,0820,B319,N,,,
AF,7543,,AFR,7543,04SEP11,23OCT11,7,LFMT,0700,LFPO,0820,F100,N,,,
AF,7544,,AFR,7544,28MAR11,15JUL11,12345,LFPO,1520,LFMT,1635,B319,N,,,
AF,7544,,AFR,7544,16JUL11,30JUL11,123456,LFPO,1520,LFMT,1635,B319,N,,,
AF,7544,,AFR,7544,05AUG11,27AUG11,56,LFPO,1520,LFMT,1635,B319,N,,,
AF,7544,,AFR,7544,29AUG11,28OCT11,12345,LFPO,1520,LFMT,1635,B319,N,,,
AF,7545,,AFR,7545,27MAR11,10JUL11,7,LFMT,0850,LFPO,1010,B319,N,,,
AF,7545,,AFR,7545,28MAR11,15JUL11,123456,LFMT,0850,LFPO,1010,B320,N,,,
AF,7545,,AFR,7545,16JUL11,30JUL11,6,LFMT,0850,LFPO,1010,B319,N,,,
AF,7545,,AFR,7545,18JUL11,01AUG11,12345,LFMT,0850,LFPO,1010,B320,N,,,
AF,7545,,AFR,7545,06AUG11,29AUG11,16,LFMT,0850,LFPO,1010,B320,N,,,
AF,7545,,AFR,7545,07AUG11,23OCT11,7,LFMT,0850,LFPO,1010,B319,N,,,
AF,7545,,AFR,7545,30AUG11,29OCT11,123456,LFMT,0850,LFPO,1010,B320,N,,,
AF,7546,,AFR,7546,28MAR11,30JUN11,12345,LFPO,0920,LFMT,1035,F100,N,,,
AF,7546,,AFR,7546,02APR11,25JUN11,6,LFPO,0920,LFMT,1035,B319,N,,,
AF,7546,,AFR,7546,01JUL11,09JUL11,56,LFPO,0920,LFMT,1035,B319,N,,,
AF,7546,,AFR,7546,04JUL11,07JUL11,1234,LFPO,0920,LFMT,1035,F100,N,,,
AF,7546,,AFR,7546,16JUL11,30JUL11,6,LFPO,0920,LFMT,1035,B319,N,,,
AF,7546,,AFR,7546,17JUL11,31JUL11,7,LFPO,0820,LFMT,0935,F100,N,,,
AF,7546,,AFR,7546,01AUG11,27AUG11,1234567,LFPO,0920,LFMT,1035,B319,N,,,
AF,7546,,AFR,7546,28AUG11,28AUG11,7,LFPO,0920,LFMT,1035,F100,N,,,
AF,7546,,AFR,7546,29AUG11,07SEP11,13,LFPO,0920,LFMT,1035,CRJ2,N,,,
AF,7546,,AFR,7546,30AUG11,27OCT11,24,LFPO,0920,LFMT,1035,F100,N,,,
AF,7546,,AFR,7546,02SEP11,02SEP11,5,LFPO,0920,LFMT,1035,B319,N,,,
AF,7546,,AFR,7546,03SEP11,29OCT11,6,LFPO,0920,LFMT,1035,B319,N,,,
AF,7546,,AFR,7546,09SEP11,28OCT11,135,LFPO,0920,LFMT,1035,CRJ2,N,,,
AF,7547,,AFR,7547,28MAR11,30JUN11,12345,LFMT,1120,LFPO,1240,F100,N,,,
AF,7547,,AFR,7547,02APR11,25JUN11,6,LFMT,1120,LFPO,1240,B319,N,,,
AF,7547,,AFR,7547,01JUL11,09JUL11,56,LFMT,1120,LFPO,1240,B319,N,,,
AF,7547,,AFR,7547,04JUL11,07JUL11,1234,LFMT,1120,LFPO,1240,F100,N,,,
AF,7547,,AFR,7547,16JUL11,30JUL11,6,LFMT,1120,LFPO,1240,B319,N,,,
AF,7547,,AFR,7547,17JUL11,31JUL11,7,LFMT,1020,LFPO,1140,F100,N,,,
AF,7547,,AFR,7547,01AUG11,27AUG11,1234567,LFMT,1120,LFPO,1240,B319,N,,,
AF,7547,,AFR,7547,28AUG11,28AUG11,7,LFMT,1120,LFPO,1240,F100,N,,,
AF,7547,,AFR,7547,29AUG11,07SEP11,13,LFMT,1120,LFPO,1240,CRJ2,N,,,
AF,7547,,AFR,7547,30AUG11,27OCT11,24,LFMT,1120,LFPO,1240,F100,N,,,
AF,7547,,AFR,7547,02SEP11,02SEP11,5,LFMT,1120,LFPO,1240,B319,N,,,
AF,7547,,AFR,7547,03SEP11,29OCT11,6,LFMT,1120,LFPO,1240,B319,N,,,
AF,7547,,AFR,7547,09SEP11,28OCT11,135,LFMT,1120,LFPO,1240,CRJ2,N,,,
AF,7548,,AFR,7548,27MAR11,26JUN11,7,LFPO,1120,LFMT,1235,B320,N,,,
AF,7548,,AFR,7548,28MAR11,24JUN11,12345,LFPO,1120,LFMT,1235,B319,N,,,
AF,7548,,AFR,7548,02APR11,09JUL11,6,LFPO,1120,LFMT,1235,F100,N,,,
AF,7548,,AFR,7548,27JUN11,10JUL11,123457,LFPO,1120,LFMT,1235,B320,N,,,
AF,7548,,AFR,7548,11JUL11,29JUL11,12345,LFPO,1120,LFMT,1235,B319,N,,,
AF,7548,,AFR,7548,16JUL11,06AUG11,6,LFPO,1120,LFMT,1235,CRJ2,N,,,
AF,7548,,AFR,7548,17JUL11,31JUL11,7,LFPO,1120,LFMT,1235,B320,N,,,
AF,7548,,AFR,7548,05AUG11,26AUG11,5,LFPO,1120,LFMT,1235,B319,N,,,
AF,7548,,AFR,7548,07AUG11,03SEP11,67,LFPO,1120,LFMT,1235,CRJ2,N,,,
AF,7548,,AFR,7548,29AUG11,02SEP11,12345,LFPO,1120,LFMT,1235,B320,N,,,
