Commercial AO designator,CFN,CFN suffix,ATC AO designator,ATC flight id,Start of period of operation,End of period of operation,Days of operation,ICAO ADEP,EOBT,ICAO ADES,ETA,ICAO aircraft type,No-change indicator,Change-actions indicator,Call-sign format,Next CFN
AF,1668,,AFR,1668,27MAR11,23OCT11,7,LFPG,0545,EGCC,0715,B320,N,,,
AF,1668,,AFR,1668,28MAR11,28OCT11,12345,LFPG,0545,EGCC,0715,B321,N,,,
AF,1668,,AFR,1668,02APR11,29OCT11,6,LFPG,0545,EGCC,0715,B320,N,,,
AF,1669,,AFR,1669,27MAR11,23OCT11,7,EGCC,0840,LFPG,1010,B320,N,,,
AF,1669,,AFR,1669,28MAR11,28OCT11,12345,EGCC,0840,LFPG,1010,B321,N,,,
AF,1669,,AFR,1669,02APR11,29OCT11,6,EGCC,0840,LFPG,1010,B320,N,,,
AF,1680,,AFR,1680,27MAR11,29OCT11,1234567,LFPG,0530,EGLL,0650,B321,N,,,
AF,1681,,AFR,1681,27MAR11,29OCT11,1234567,EGLL,0910,LFPG,1025,B321,N,,,
AF,1682,,AFR,1682,27MAR11,10JUL11,1234567,LFPG,0740,LYBE,0955,B319,N,,,
AF,1682,,AFR,1682,11JUL11,26AUG11,12345,LFPG,0740,LYBE,0955,B318,N,,,
AF,1682,,AFR,1682,16JUL11,28AUG11,67,LFPG,0740,LYBE,0955,B319,N,,,
AF,1682,,AFR,1682,29AUG11,29OCT11,1234567,LFPG,0740,LYBE,0955,B319,N,,,
AF,1683,,AFR,1683,27MAR11,10JUL11,1234567,LYBE,1040,LFPG,1310,B319,N,,,
AF,1683,,AFR,1683,11JUL11,26AUG11,12345,LYBE,1040,LFPG,1310,B318,N,,,
AF,1683,,AFR,1683,16JUL11,28AUG11,67,LYBE,1040,LFPG,1310,B319,N,,,
AF,1683,,AFR,1683,29AUG11,29OCT11,1234567,LYBE,1040,LFPG,1310,B319,N,,,
AF,1694,,AFR,1694,27MAR11,08MAY11,7,LFPG,0750,LHBP,1000,B319,N,,,
AF,1694,,AFR,1694,28MAR11,13MAY11,123456,LFPG,0750,LHBP,1000,B320,N,,,
AF,1694,,AFR,1694,14MAY11,10JUL11,67,LFPG,0750,LHBP,1000,B319,N,,,
AF,1694,,AFR,1694,16MAY11,08JUL11,12345,LFPG,0750,LHBP,1000,B320,N,,,
AF,1694,,AFR,1694,11JUL11,29AUG11,123456,LFPG,0750,LHBP,1000,B319,N,,,
AF,1694,,AFR,1694,17JUL11,28AUG11,7,LFPG,0750,LHBP,1000,B320,N,,,
AF,1694,,AFR,1694,30AUG11,28OCT11,12345,LFPG,0750,LHBP,1000,B320,N,,,
AF,1694,,AFR,1694,03SEP11,29OCT11,67,LFPG,0750,LHBP,1000,B319,N,,,
AF,1695,,AFR,1695,27MAR11,08MAY11,7,LHBP,1050,LFPG,1310,B319,N,,,
AF,1695,,AFR,1695,28MAR11,13MAY11,123456,LHBP,1050,LFPG,1310,B320,N,,,
AF,1695,,AFR,1695,14MAY11,10JUL11,67,LHBP,1050,LFPG,1310,B319,N,,,
AF,1695,,AFR,1695,16MAY11,08JUL11,12345,LHBP,1050,LFPG,1310,B320,N,,,
AF,1695,,AFR,1695,11JUL11,29AUG11,123456,LHBP,1050,LFPG,1310,B319,N,,,
AF,1695,,AFR,1695,17JUL11,28AUG11,7,LHBP,1050,LFPG,1310,B320,N,,,
AF,1695,,AFR,1695,30AUG11,28OCT11,12345,LHBP,1050,LFPG,1310,B320,N,,,
AF,1695,,AFR,1695,03SEP11,29OCT11,67,LHBP,1050,LFPG,1310,B319,N,,,
AF,1696,,AFR,1696,27MAR11,14JUL11,123457,LFPG,1905,GMMN,2210,B320,N,,,
AF,1696,,AFR,1696,02APR11,09JUL11,6,LFPG,1905,GMMN,2210,B319,N,,,
AF,1696,,AFR,1696,15JUL11,27AUG11,56,LFPG,1905,GMMN,2210,B319,N,,,
AF,1696,,AFR,1696,17JUL11,01SEP11,12347,LFPG,1905,GMMN,2210,B320,N,,,
AF,1696,,AFR,1696,02SEP11,28OCT11,123457,LFPG,1905,GMMN,2210,B320,N,,,
AF,1696,,AFR,1696,03SEP11,29OCT11,6,LFPG,1905,GMMN,2210,B319,N,,,
AF,1697,,AFR,1697,27MAR11,10JUL11,7,GMMN,0635,LFPG,0935,B319,N,,,
AF,1697,,AFR,1697,28MAR11,15JUL11,123456,GMMN,0635,LFPG,0935,B320,N,,,
AF,1697,,AFR,1697,16JUL11,28AUG11,67,GMMN,0635,LFPG,0935,B319,N,,,
AF,1697,,AFR,1697,18JUL11,02SEP11,12345,GMMN,0635,LFPG,0935,B320,N,,,
AF,1697,,AFR,1697,03SEP11,29OCT11,123456,GMMN,0635,LFPG,0935,B320,N,,,
AF,1697,,AFR,1697,04SEP11,23OCT11,7,GMMN,0635,LFPG,0935,B319,N,,,
AF,1700,,AFR,1700,27MAR11,10JUL11,123457,LFPG,1205,LEMD,1410,B320,N,,,
AF,1700,,AFR,1700,02APR11,09JUL11,6,LFPG,1205,LEMD,1410,B318,N,,,
AF,1700,,AFR,1700,29AUG11,28OCT11,123457,LFPG,1205,LEMD,1410,B320,N,,,
AF,1700,,AFR,1700,03SEP11,29OCT11,6,LFPG,1205,LEMD,1410,B318,N,,,
AF,1701,,AFR,1701,27MAR11,10JUL11,123457,LEMD,1500,LFPG,1705,B320,N,,,
AF,1701,,AFR,1701,02APR11,09JUL11,6,LEMD,1500,LFPG,1705,B318,N,,,
AF,1701,,AFR,1701,29AUG11,28OCT11,123457,LEMD,1500,LFPG,1705,B320,N,,,
AF,1701,,AFR,1701,03SEP11,29OCT11,6,LEMD,1500,LFPG,1705,B318,N,,,
AF,1702,,AFR,1702,27MAR11,24JUN11,123457,LFPG,1120,LIMF,1245,B318,N,,,
AF,1702,,AFR,1702,02APR11,18JUN11,6,LFPG,1120,LIMF,1245,B319,N,,,
AF,1702,,AFR,1702,25JUN11,02SEP11,1234567,LFPG,1120,LIMF,1245,B318,N,,,
AF,1702,,AFR,1702,03SEP11,29OCT11,6,LFPG,1120,LIMF,1245,B319,N,,,
AF,1702,,AFR,1702,04SEP11,28OCT11,123457,LFPG,1120,LIMF,1245,B318,N,,,
AF,1703,,AFR,1703,27MAR11,24JUN11,123457,LIMF,1405,LFPG,1530,B318,N,,,
AF,1703,,AFR,1703,02APR11,18JUN11,6,LIMF,1405,LFPG,1530,B319,N,,,
AF,1703,,AFR,1703,25JUN11,02SEP11,1234567,LIMF,1405,LFPG,1530,B318,N,,,
AF,1703,,AFR,1703,03SEP11,29OCT11,6,LIMF,1405,LFPG,1530,B319,N,,,
AF,1703,,AFR,1703,04SEP11,28OCT11,123457,LIMF,1405,LFPG,1530,B318,N,,,
AF,1708,,AFR,1708,27MAR11,10JUL11,1234567,LFPG,0735,EDDS,0855,B318,N,,,
AF,1708,,AFR,1708,29AUG11,29OCT11,1234567,LFPG,0735,EDDS,0855,B318,N,,,
AF,1709,,AFR,1709,27MAR11,10JUL11,1234567,EDDS,1120,LFPG,1240,B318,N,,,
AF,1709,,AFR,1709,29AUG11,29OCT11,1234567,EDDS,1120,LFPG,1240,B318,N,,,
AF,1710,,AFR,1710,27MAR11,08MAY11,1234567,LFPG,0755,EDDH,0925,B320,N,,,
AF,1710,,AFR,1710,09MAY11,10JUL11,123457,LFPG,0755,EDDH,0925,B319,N,,,
AF,1710,,AFR,1710,14MAY11,09JUL11,6,LFPG,0755,EDDH,0925,B320,N,,,
AF,1710,,AFR,1710,11JUL11,29AUG11,1234567,LFPG,0755,EDDH,0925,B320,N,,,
AF,1710,,AFR,1710,30AUG11,28OCT11,123457,LFPG,0755,EDDH,0925,B319,N,,,
AF,1710,,AFR,1710,03SEP11,29OCT11,6,LFPG,0755,EDDH,0925,B320,N,,,
AF,1711,,AFR,1711,27MAR11,08MAY11,1234567,EDDH,1100,LFPG,1235,B320,N,,,
AF,1711,,AFR,1711,09MAY11,10JUL11,123457,EDDH,1100,LFPG,1235,B319,N,,,
AF,1711,,AFR,1711,14MAY11,09JUL11,6,EDDH,1100,LFPG,1235,B320,N,,,
AF,1711,,AFR,1711,11JUL11,29AUG11,1234567,EDDH,1100,LFPG,1235,B320,N,,,
AF,1711,,AFR,1711,30AUG11,28OCT11,123457,EDDH,1100,LFPG,1235,B319,N,,,
AF,1711,,AFR,1711,03SEP11,29OCT11,6,EDDH,1100,LFPG,1235,B320,N,,,
AF,1712,,AFR,1712,27MAR11,10JUL11,1234567,LFPG,1115,LIML,1250,B321,N,,,
AF,1712,,AFR,1712,11JUL11,26AUG11,12345,LFPG,1115,LIML,1250,B318,N,,,
AF,1712,,AFR,1712,16JUL11,28AUG11,67,LFPG,1115,LIML,1250,B321,N,,,
AF,1712,,AFR,1712,29AUG11,29OCT11,1234567,LFPG,1115,LIML,1250,B321,N,,,
AF,1713,,AFR,1713,27MAR11,10JUL11,1234567,LIML,1355,LFPG,1525,B321,N,,,
AF,1713,,AFR,1713,11JUL11,26AUG11,12345,LIML,1355,LFPG,1525,B318,N,,,
AF,1713,,AFR,1713,16JUL11,28AUG11,67,LIML,1355,LFPG,1525,B321,N,,,
AF,1713,,AFR,1713,29AUG11,29OCT11,1234567,LIML,1355,LFPG,1525,B321,N,,,
AF,1714,,AFR,1714,27MAR11,08MAY11,67,LFPG,1045,LIMC,1215,B320,N,,,
AF,1714,,AFR,1714,28MAR11,08JUL11,12345,LFPG,1045,LIMC,1215,B318,N,,,
AF,1714,,AFR,1714,14MAY11,09JUL11,6,LFPG,1045,LIMC,1215,B321,N,,,
AF,1714,,AFR,1714,15MAY11,10JUL11,7,LFPG,1045,LIMC,1215,B320,N,,,
AF,1714,,AFR,1714,11JUL11,28AUG11,1234567,LFPG,1045,LIMC,1215,B320,N,,,
AF,1714,,AFR,1714,29AUG11,28OCT11,12345,LFPG,1045,LIMC,1215,B318,N,,,
AF,1714,,AFR,1714,03SEP11,29OCT11,6,LFPG,1045,LIMC,1215,B321,N,,,
AF,1714,,AFR,1714,04SEP11,23OCT11,7,LFPG,1045,LIMC,1215,B320,N,,,
AF,1715,,AFR,1715,27MAR11,08MAY11,67,LIMC,1430,LFPG,1600,B320,N,,,
AF,1715,,AFR,1715,28MAR11,08JUL11,12345,LIMC,1430,LFPG,1600,B318,N,,,
AF,1715,,AFR,1715,14MAY11,09JUL11,6,LIMC,1430,LFPG,1600,B321,N,,,
AF,1715,,AFR,1715,15MAY11,10JUL11,7,LIMC,1430,LFPG,1600,B320,N,,,
AF,1715,,AFR,1715,11JUL11,28AUG11,1234567,LIMC,1430,LFPG,1600,B320,N,,,
AF,1715,,AFR,1715,29AUG11,28OCT11,12345,LIMC,1430,LFPG,1600,B318,N,,,
AF,1715,,AFR,1715,03SEP11,29OCT11,6,LIMC,1430,LFPG,1600,B321,N,,,
AF,1715,,AFR,1715,04SEP11,23OCT11,7,LIMC,1430,LFPG,1600,B320,N,,,
AF,1722,,AFR,1722,27MAR11,10JUL11,7,LFPG,0820,EDDM,0950,B319,N,,,
AF,1722,,AFR,1722,28MAR11,08JUL11,12345,LFPG,0820,EDDM,0950,B320,N,,,
AF,1722,,AFR,1722,02APR11,09JUL11,6,LFPG,0820,EDDM,0950,B318,N,,,
AF,1722,,AFR,1722,11JUL11,28AUG11,1234567,LFPG,0820,EDDM,0950,B318,N,,,
AF,1722,,AFR,1722,29AUG11,28OCT11,12345,LFPG,0820,EDDM,0950,B320,N,,,
AF,1722,,AFR,1722,03SEP11,29OCT11,6,LFPG,0820,EDDM,0950,B318,N,,,
AF,1722,,AFR,1722,04SEP11,23OCT11,7,LFPG,0820,EDDM,0950,B319,N,,,
AF,1723,,AFR,1723,27MAR11,10JUL11,7,EDDM,1055,LFPG,1235,B319,N,,,
AF,1723,,AFR,1723,28MAR11,08JUL11,12345,EDDM,1055,LFPG,1235,B320,N,,,
AF,1723,,AFR,1723,02APR11,09JUL11,6,EDDM,1055,LFPG,1235,B318,N,,,
AF,1723,,AFR,1723,11JUL11,28AUG11,1234567,EDDM,1055,LFPG,1235,B318,N,,,
AF,1723,,AFR,1723,29AUG11,28OCT11,12345,EDDM,1055,LFPG,1235,B320,N,,,
AF,1723,,AFR,1723,03SEP11,29OCT11,6,EDDM,1055,LFPG,1235,B318,N,,,
AF,1723,,AFR,1723,04SEP11,23OCT11,7,EDDM,1055,LFPG,1235,B319,N,,,
AF,1726,,AFR,1726,27MAR11,13MAY11,1234567,LFPG,1035,LIPZ,1215,B321,N,,,
AF,1726,,AFR,1726,14MAY11,29OCT11,6,LFPG,1035,LIPZ,1215,B320,N,,,
AF,1726,,AFR,1726,15MAY11,10JUL11,123457,LFPG,1035,LIPZ,1215,B321,N,,,
AF,1726,,AFR,1726,11JUL11,26AUG11,12345,LFPG,1035,LIPZ,1215,B320,N,,,
AF,1726,,AFR,1726,17JUL11,28AUG11,7,LFPG,1035,LIPZ,1215,B321,N,,,
AF,1726,,AFR,1726,29AUG11,28OCT11,123457,LFPG,1035,LIPZ,1215,B321,N,,,
AF,1727,,AFR,1727,27MAR11,13MAY11,1234567,LIPZ,1310,LFPG,1500,B321,N,,,
AF,1727,,AFR,1727,14MAY11,29OCT11,6,LIPZ,1310,LFPG,1500,B320,N,,,
AF,1727,,AFR,1727,15MAY11,10JUL11,123457,LIPZ,1310,LFPG,1500,B321,N,,,
AF,1727,,AFR,1727,11JUL11,26AUG11,12345,LIPZ,1310,LFPG,1500,B320,N,,,
AF,1727,,AFR,1727,17JUL11,28AUG11,7,LIPZ,1310,LFPG,1500,B321,N,,,
AF,1727,,AFR,1727,29AUG11,28OCT11,123457,LIPZ,1310,LFPG,1500,B321,N,,,
AF,1734,,AFR,1734,27MAR11,10JUL11,1234567,LFPG,0820,EDDT,1000,B320,N,,,
AF,1734,,AFR,1734,11JUL11,28AUG11,123457,LFPG,0820,EDDT,1000,B319,N,,,
AF,1734,,AFR,1734,16JUL11,27AUG11,6,LFPG,0820,EDDT,1000,B320,N,,,
AF,1734,,AFR,1734,29AUG11,29OCT11,1234567,LFPG,0820,EDDT,1000,B320,N,,,
AF,1735,,AFR,1735,27MAR11,10JUL11,1234567,EDDT,1050,LFPG,1235,B320,N,,,
AF,1735,,AFR,1735,11JUL11,28AUG11,123457,EDDT,1050,LFPG,1235,B319,N,,,
AF,1735,,AFR,1735,16JUL11,27AUG11,6,EDDT,1050,LFPG,1235,B320,N,,,
AF,1735,,AFR,1735,29AUG11,29OCT11,1234567,EDDT,1050,LFPG,1235,B320,N,,,
AF,1738,,AFR,1738,27MAR11,19JUN11,67,LFPG,1035,LOWW,1235,B320,N,,,
AF,1738,,AFR,1738,28MAR11,28OCT11,12345,LFPG,1035,LOWW,1235,B320,N,,,
AF,1738,,AFR,1738,25JUN11,09JUL11,6,LFPG,1035,LOWW,1235,B319,N,,,
AF,1738,,AFR,1738,26JUN11,03JUL11,7,LFPG,1035,LOWW,1235,B320,N,,,
AF,1738,,AFR,1738,10JUL11,10JUL11,7,LFPG,1035,LOWW,1235,B319,N,,,
AF,1738,,AFR,1738,16JUL11,29OCT11,67,LFPG,1035,LOWW,1235,B320,N,,,
AF,1739,,AFR,1739,27MAR11,19JUN11,67,LOWW,1335,LFPG,1540,B320,N,,,
AF,1739,,AFR,1739,28MAR11,27OCT11,12345,LOWW,1335,LFPG,1540,B320,N,,,
AF,1739,,AFR,1739,25JUN11,09JUL11,6,LOWW,1335,LFPG,1540,B319,N,,,
AF,1739,,AFR,1739,26JUN11,03JUL11,7,LOWW,1335,LFPG,1540,B320,N,,,
AF,1739,,AFR,1739,10JUL11,10JUL11,7,LOWW,1335,LFPG,1540,B319,N,,,
AF,1739,,AFR,1739,16JUL11,29OCT11,67,LOWW,1335,LFPG,1540,B320,N,,,
AF,1739,,AFR,1739,28OCT11,28OCT11,5,LOWW,1335,LFPG,1540,B320,N,,,
AF,1740,,AFR,1740,27MAR11,13MAY11,1234567,LFPG,1045,EHAM,1200,B320,N,,,
AF,1740,,AFR,1740,14MAY11,29OCT11,6,LFPG,1045,EHAM,1200,B321,N,,,
AF,1740,,AFR,1740,15MAY11,28OCT11,123457,LFPG,1045,EHAM,1200,B320,N,,,
AF,1741,,AFR,1741,27MAR11,13MAY11,1234567,EHAM,1320,LFPG,1435,B320,N,,,
AF,1741,,AFR,1741,14MAY11,29OCT11,6,EHAM,1320,LFPG,1435,B321,N,,,
AF,1741,,AFR,1741,15MAY11,28OCT11,123457,EHAM,1320,LFPG,1435,B320,N,,,
AF,1750,,AFR,1750,27MAR11,23OCT11,7,LFPG,0530,EKCH,0720,B320,N,,,
AF,1750,,AFR,1750,28MAR11,08JUL11,12345,LFPG,0530,EKCH,0720,B319,N,,,
AF,1750,,AFR,1750,02APR11,09JUL11,6,LFPG,0530,EKCH,0720,B318,N,,,
AF,1750,,AFR,1750,11JUL11,27AUG11,123456,LFPG,0530,EKCH,0720,B318,N,,,
AF,1750,,AFR,1750,29AUG11,28OCT11,12345,LFPG,0530,EKCH,0720,B319,N,,,
AF,1750,,AFR,1750,03SEP11,29OCT11,6,LFPG,0530,EKCH,0720,B318,N,,,
AF,1751,,AFR,1751,27MAR11,23OCT11,7,EKCH,0820,LFPG,1020,B320,N,,,
AF,1751,,AFR,1751,28MAR11,08JUL11,12345,EKCH,0820,LFPG,1020,B319,N,,,
AF,1751,,AFR,1751,02APR11,09JUL11,6,EKCH,0820,LFPG,1020,B318,N,,,
AF,1751,,AFR,1751,11JUL11,27AUG11,123456,EKCH,0820,LFPG,1020,B318,N,,,
AF,1751,,AFR,1751,29AUG11,28OCT11,12345,EKCH,0820,LFPG,1020,B319,N,,,
AF,1751,,AFR,1751,03SEP11,29OCT11,6,EKCH,0820,LFPG,1020,B318,N,,,
AF,1764,,AFR,1764,27MAR11,29OCT11,1234567,LFPG,1810,EKBI,1955,BCRJ,N,,,
AF,1765,,AFR,1765,27MAR11,29OCT11,1234567,EKBI,0455,LFPG,0640,BCRJ,N,,,
AF,1784,,AFR,1784,27MAR11,13MAY11,123457,LFPG,1905,DTTA,2135,B320,N,,,
AF,1784,,AFR,1784,02APR11,07MAY11,6,LFPG,1905,DTTA,2135,B319,N,,,
AF,1784,,AFR,1784,14MAY11,15JUL11,1234567,LFPG,1905,DTTA,2135,B320,N,,,
AF,1784,,AFR,1784,16JUL11,27AUG11,6,LFPG,1905,DTTA,2135,B319,N,,,
AF,1784,,AFR,1784,17JUL11,02SEP11,123457,LFPG,1905,DTTA,2135,B320,N,,,
AF,1784,,AFR,1784,03SEP11,29OCT11,1234567,LFPG,1905,DTTA,2135,B320,N,,,
AF,1785,,AFR,1785,27MAR11,08MAY11,7,DTTA,0700,LFPG,0935,B319,N,,,
AF,1785,,AFR,1785,28MAR11,14MAY11,123456,DTTA,0700,LFPG,0935,B320,N,,,
AF,1785,,AFR,1785,15MAY11,16JUL11,1234567,DTTA,0700,LFPG,0935,B320,N,,,
AF,1785,,AFR,1785,17JUL11,28AUG11,7,DTTA,0700,LFPG,0935,B319,N,,,
AF,1785,,AFR,1785,18JUL11,03SEP11,123456,DTTA,0700,LFPG,0935,B320,N,,,
AF,1785,,AFR,1785,04SEP11,29OCT11,1234567,DTTA,0700,LFPG,0935,B320,N,,,
AF,1786,,AFR,1786,27MAR11,28OCT11,123457,LFPG,1805,LJLJ,1950,BER4,N,,,
AF,1787,,AFR,1787,28MAR11,29OCT11,123456,LJLJ,0530,LFPG,0725,BER4,N,,,
AF,1800,,AFR,1800,27MAR11,10JUL11,123457,LFPG,1325,LEMD,1530,B318,N,,,
AF,1800,,AFR,1800,02APR11,09JUL11,6,LFPG,1325,LEMD,1530,B319,N,,,
AF,1800,,AFR,1800,11JUL11,27AUG11,123456,LFPG,1325,LEMD,1530,B319,N,,,
AF,1800,,AFR,1800,17JUL11,28AUG11,7,LFPG,1325,LEMD,1530,B318,N,,,
AF,1800,,AFR,1800,29AUG11,28OCT11,123457,LFPG,1325,LEMD,1530,B318,N,,,
AF,1800,,AFR,1800,03SEP11,29OCT11,6,LFPG,1325,LEMD,1530,B319,N,,,
AF,1801,,AFR,1801,27MAR11,10JUL11,123457,LEMD,1625,LFPG,1830,B318,N,,,
AF,1801,,AFR,1801,02APR11,09JUL11,6,LEMD,1625,LFPG,1830,B319,N,,,
AF,1801,,AFR,1801,11JUL11,27AUG11,123456,LEMD,1625,LFPG,1830,B319,N,,,
AF,1801,,AFR,1801,17JUL11,28AUG11,7,LEMD,1625,LFPG,1830,B318,N,,,
AF,1801,,AFR,1801,29AUG11,28OCT11,123457,LEMD,1625,LFPG,1830,B318,N,,,
AF,1801,,AFR,1801,03SEP11,29OCT11,6,LEMD,1625,LFPG,1830,B319,N,,,
AF,1816,,AFR,1816,28MAR11,28OCT11,12345,LFPG,1100,EDDK,1230,BAT5,N,,,
AF,1817,,AFR,1817,28MAR11,28OCT11,12345,EDDK,1435,LFPG,1600,BAT5,N,,,
AF,1828,,AFR,1828,27MAR11,10JUL11,1234567,LFPG,1105,LIPE,1245,B318,N,,,
AF,1828,,AFR,1828,29AUG11,29OCT11,1234567,LFPG,1105,LIPE,1245,B318,N,,,
AF,1829,,AFR,1829,27MAR11,10JUL11,1234567,LIPE,1355,LFPG,1540,B318,N,,,
AF,1829,,AFR,1829,29AUG11,29OCT11,1234567,LIPE,1355,LFPG,1540,B318,N,,,
AF,1832,,AFR,1832,27MAR11,10JUL11,7,LFPG,1035,LGAV,1350,B320,N,,,
AF,1832,,AFR,1832,28MAR11,29OCT11,123456,LFPG,1035,LGAV,1350,B321,N,,,
AF,1832,,AFR,1832,17JUL11,28AUG11,7,LFPG,1035,LGAV,1350,B319,N,,,
AF,1832,,AFR,1832,04SEP11,23OCT11,7,LFPG,1035,LGAV,1350,B320,N,,,
AF,1833,,AFR,1833,27MAR11,10JUL11,7,LGAV,1445,LFPG,1810,B320,N,,,
AF,1833,,AFR,1833,28MAR11,29OCT11,123456,LGAV,1445,LFPG,1810,B321,N,,,
AF,1833,,AFR,1833,17JUL11,28AUG11,7,LGAV,1445,LFPG,1810,B319,N,,,
AF,1833,,AFR,1833,04SEP11,23OCT11,7,LGAV,1445,LFPG,1810,B320,N,,,
AF,1842,,AFR,1842,27MAR11,29OCT11,1234567,LFPG,0800,LSGG,0910,B320,N,,,
AF,1843,,AFR,1843,27MAR11,29OCT11,1234567,LSGG,1000,LFPG,1110,B320,N,,,
AF,1848,,AFR,1848,11JUL11,26AUG11,12345,LFPG,1230,LEBL,1410,B320,N,,,
AF,1848,,AFR,1848,16JUL11,27AUG11,6,LFPG,1230,LEBL,1410,B319,N,,,
AF,1848,,AFR,1848,17JUL11,28AUG11,7,LFPG,1230,LEBL,1410,B321,N,,,
AF,1849,,AFR,1849,11JUL11,26AUG11,12345,LEBL,1520,LFPG,1715,B320,N,,,
AF,1849,,AFR,1849,16JUL11,27AUG11,6,LEBL,1520,LFPG,1715,B319,N,,,
AF,1849,,AFR,1849,17JUL11,28AUG11,7,LEBL,1520,LFPG,1715,B321,N,,,
AF,1854,,AFR,1854,27MAR11,10JUL11,1234567,LFPG,0735,DAAG,0950,B319,N,,,
AF,1854,,AFR,1854,11JUL11,30JUL11,123456,LFPG,0735,DAAG,0950,B320,N,,,
AF,1854,,AFR,1854,17JUL11,31JUL11,7,LFPG,0735,DAAG,0950,B319,N,,,
AF,1854,,AFR,1854,29AUG11,29OCT11,1234567,LFPG,0735,DAAG,0950,B319,N,,,
AF,1855,,AFR,1855,27MAR11,10JUL11,1234567,DAAG,1115,LFPG,1340,B319,N,,,
AF,1855,,AFR,1855,11JUL11,30JUL11,123456,DAAG,1115,LFPG,1340,B320,N,,,
AF,1855,,AFR,1855,17JUL11,31JUL11,7,DAAG,1115,LFPG,1340,B319,N,,,
AF,1855,,AFR,1855,29AUG11,29OCT11,1234567,DAAG,1115,LFPG,1340,B319,N,,,
AF,1866,,AFR,1866,27MAR11,29OCT11,1234567,LFPG,0755,LIRP,0940,BCR7,N,,,
AF,1867,,AFR,1867,27MAR11,29OCT11,1234567,LIRP,1115,LFPG,1300,BCR7,N,,,
AF,1888,,AFR,1888,27MAR11,08MAY11,7,LFPG,0825,LROP,1115,B319,N,,,
AF,1888,,AFR,1888,28MAR11,14MAY11,123456,LFPG,0825,LROP,1115,B320,N,,,
AF,1888,,AFR,1888,15MAY11,28AUG11,1234567,LFPG,0825,LROP,1115,B320,N,,,
AF,1888,,AFR,1888,29AUG11,29AUG11,1,LFPG,0825,LROP,1115,B319,N,,,
AF,1888,,AFR,1888,30AUG11,29OCT11,1234567,LFPG,0825,LROP,1115,B320,N,,,
AF,1889,,AFR,1889,27MAR11,08MAY11,7,LROP,1215,LFPG,1525,B319,N,,,
AF,1889,,AFR,1889,28MAR11,14MAY11,123456,LROP,1215,LFPG,1525,B320,N,,,
AF,1889,,AFR,1889,15MAY11,28AUG11,1234567,LROP,1215,LFPG,1525,B320,N,,,
AF,1889,,AFR,1889,29AUG11,29AUG11,1,LROP,1215,LFPG,1525,B319,N,,,
AF,1889,,AFR,1889,30AUG11,29OCT11,1234567,LROP,1215,LFPG,1525,B320,N,,,
AF,1890,,AFR,1890,27MAR11,08MAY11,1234567,LFPG,1035,LTBA,1355,B319,N,,,
AF,1890,,AFR,1890,09MAY11,19JUN11,1234567,LFPG,1035,LTBA,1355,B320,N,,,
AF,1890,,AFR,1890,20JUN11,26AUG11,12345,LFPG,1035,LTBA,1355,B319,N,,,
AF,1890,,AFR,1890,25JUN11,28AUG11,67,LFPG,1035,LTBA,1355,B320,N,,,
AF,1890,,AFR,1890,29AUG11,29OCT11,1234567,LFPG,1035,LTBA,1355,B320,N,,,
AF,1891,,AFR,1891,27MAR11,08MAY11,1234567,LTBA,1540,LFPG,1920,B319,N,,,
AF,1891,,AFR,1891,09MAY11,19JUN11,1234567,LTBA,1540,LFPG,1920,B320,N,,,
AF,1891,,AFR,1891,20JUN11,26AUG11,12345,LTBA,1540,LFPG,1920,B319,N,,,
AF,1891,,AFR,1891,25JUN11,28AUG11,67,LTBA,1540,LFPG,1920,B320,N,,,
AF,1891,,AFR,1891,29AUG11,29OCT11,1234567,LTBA,1540,LFPG,1920,B320,N,,,
AF,1896,,AFR,1896,27MAR11,28AUG11,1234567,LFPG,0525,GMMN,0830,B319,N,,,
AF,1896,,AFR,1896,29AUG11,29AUG11,1,LFPG,0525,GMMN,0830,B320,N,,,
AF,1896,,AFR,1896,30AUG11,29OCT11,1234567,LFPG,0525,GMMN,0830,B319,N,,,
AF,1897,,AFR,1897,27MAR11,28AUG11,1234567,GMMN,0930,LFPG,1230,B319,N,,,
AF,1897,,AFR,1897,29AUG11,29AUG11,1,GMMN,0930,LFPG,1230,B320,N,,,
AF,1897,,AFR,1897,30AUG11,29OCT11,1234567,GMMN,0930,LFPG,1230,B319,N,,,
AF,1900,,AFR,1900,27MAR11,08MAY11,7,LFPG,1440,LEMD,1645,B318,N,,,
AF,1900,,AFR,1900,28MAR11,14MAY11,123456,LFPG,1440,LEMD,1645,B319,N,,,
AF,1900,,AFR,1900,15MAY11,10JUL11,1234567,LFPG,1440,LEMD,1645,B319,N,,,
AF,1900,,AFR,1900,11JUL11,26AUG11,12345,LFPG,1440,LEMD,1645,B320,N,,,
AF,1900,,AFR,1900,16JUL11,27AUG11,6,LFPG,1440,LEMD,1645,B319,N,,,
AF,1900,,AFR,1900,17JUL11,28AUG11,7,LFPG,1440,LEMD,1645,B318,N,,,
AF,1900,,AFR,1900,29AUG11,29OCT11,1234567,LFPG,1440,LEMD,1645,B319,N,,,
AF,1901,,AFR,1901,27MAR11,08MAY11,7,LEMD,1730,LFPG,1935,B318,N,,,
AF,1901,,AFR,1901,28MAR11,14MAY11,123456,LEMD,1730,LFPG,1935,B319,N,,,
